广东频道,#genre#
CCTV-16,http://171.125.90.130:6000/rtp/226.0.2.169:9264
CCTV-16,http://171.122.158.51:8085/rtp/226.0.2.169:9264
CCTV-16,http://124.230.56.141:55555/rtp/239.76.253.98:9000
CCTV-17,http://118.81.141.11:8004/rtp/226.0.2.170:9272
CCTV-17,http://118.81.141.11:8004/rtp/226.0.2.207:9568
CCTV-17,http://27.10.134.196:8001/rtp/225.0.4.179:7980
CCTV-17,http://27.11.59.255:8010/rtp/225.0.4.179:7980
CCTV-17,http://27.10.76.34:8008/rtp/225.0.4.179:7980
CCTV-17,http://60.189.43.82:9999/rtp/233.50.200.113:5140
CCTV-17,http://60.189.43.82:9999/rtp/233.50.201.35:5140
CCTV-17,http://27.10.76.34:8004/rtp/225.0.4.179:7980
CCTV-17,http://27.11.49.234:8003/rtp/225.0.4.179:7980
CCTV-17,http://27.11.49.234:8002/rtp/225.0.4.179:7980
CCTV-17,http://125.37.160.173:4022/rtp/225.1.2.52:5002
CCTV-17,http://124.129.78.38:3333/rtp/239.253.254.168:8000
CCTV-17,http://60.27.20.30:5555/rtp/225.1.2.52:5002
CCTV-17,http://118.81.141.10:8004/rtp/226.0.2.170:9272
CCTV-17,http://118.81.141.10:8004/rtp/226.0.2.207:9568
卫视频道,#genre#
广东卫视,http://118.81.141.11:8004/rtp/226.0.2.146:9080
广东卫视,http://118.81.141.11:8004/rtp/226.0.2.45:8272
广东卫视,http://27.10.134.196:8001/rtp/225.0.4.84:7980
广东卫视,http://27.11.59.255:8010/rtp/225.0.4.84:7980
广东卫视,http://27.10.76.34:8008/rtp/225.0.4.84:7980
广东卫视,http://60.189.43.82:9999/rtp/233.50.200.187:5140
广东卫视,http://60.189.43.82:9999/rtp/233.50.201.56:5140
广东卫视,http://27.10.76.34:8004/rtp/225.0.4.84:7980
广东卫视,http://27.11.49.234:8003/rtp/225.0.4.84:7980
广东卫视,http://27.11.49.234:8002/rtp/225.0.4.84:7980
广东卫视,http://125.37.160.173:4022/rtp/225.1.1.116:5002
广东卫视,http://124.129.78.38:3333/rtp/239.253.254.90:8000
广东卫视,http://60.27.20.30:5555/rtp/225.1.1.116:5002
广东卫视,http://118.81.141.10:8004/rtp/226.0.2.146:9080
广东卫视,http://118.81.141.10:8004/rtp/226.0.2.45:8272
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq.flv$720x576
香港卫视,http://zhibo.hkstv.tv:80/livestream/mutfysrq.flv$720x576
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=8ee59707fee3ef96c922e680-167055218938751&wsIPSercert=d24f6d7c9d3646d9533d492d5209384b&wsMonitor=0
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=3c732f93c14e1bc0c07641df-156388849014752&wsIPSercert=8de23d0849e78e3b16ec92a809235421&wsMonitor=0
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
浙江卫视,http://118.81.141.11:8004/rtp/226.0.2.144:9064
浙江卫视,http://118.81.141.11:8004/rtp/226.0.2.36:8200
浙江卫视,http://27.10.134.196:8001/rtp/225.0.4.81:7980
浙江卫视,http://27.11.59.255:8010/rtp/225.0.4.81:7980
浙江卫视,http://27.10.76.34:8008/rtp/225.0.4.81:7980
浙江卫视,http://60.189.43.82:9999/rtp/233.50.200.231:5140
浙江卫视,http://60.189.43.82:9999/rtp/233.50.201.100:5140
浙江卫视,http://27.10.76.34:8004/rtp/225.0.4.81:7980
浙江卫视,http://27.11.49.234:8003/rtp/225.0.4.81:7980
浙江卫视,http://27.11.49.234:8002/rtp/225.0.4.81:7980
浙江卫视,http://125.37.160.173:4022/rtp/225.1.1.112:5002
浙江卫视,http://124.129.78.38:3333/rtp/239.253.254.84:8000
浙江卫视,http://60.27.20.30:5555/rtp/225.1.1.112:5002
浙江卫视,http://118.81.141.10:8004/rtp/226.0.2.144:9064
浙江卫视,http://118.81.141.10:8004/rtp/226.0.2.36:8200
湖南卫视,http://118.81.141.11:8004/rtp/226.0.2.143:9056
湖南卫视,http://118.81.141.11:8004/rtp/226.0.2.33:8176
湖南卫视,http://27.10.134.196:8001/rtp/225.0.4.75:7980
湖南卫视,http://27.11.59.255:8010/rtp/225.0.4.75:7980
湖南卫视,http://27.10.76.34:8008/rtp/225.0.4.75:7980
湖南卫视,http://60.189.43.82:9999/rtp/233.50.201.103:5140
湖南卫视,http://60.189.43.82:9999/rtp/233.50.201.52:5140
湖南卫视,http://27.10.76.34:8004/rtp/225.0.4.75:7980
湖南卫视,http://27.11.49.234:8003/rtp/225.0.4.75:7980
湖南卫视,http://27.11.49.234:8002/rtp/225.0.4.75:7980
湖南卫视,http://125.37.160.173:4022/rtp/225.1.1.114:5002
湖南卫视,http://124.129.78.38:3333/rtp/239.253.254.82:8000
湖南卫视,http://60.27.20.30:5555/rtp/225.1.1.114:5002
湖南卫视,http://118.81.141.10:8004/rtp/226.0.2.143:9056
湖南卫视,http://118.81.141.10:8004/rtp/226.0.2.33:8176
北京卫视,http://118.81.141.11:8004/rtp/226.0.2.177:9328
北京卫视,http://118.81.141.11:8004/rtp/226.0.2.39:8224
北京卫视,http://27.10.134.196:8001/rtp/225.0.4.78:7980
北京卫视,http://27.11.59.255:8010/rtp/225.0.4.78:7980
北京卫视,http://27.10.76.34:8008/rtp/225.0.4.78:7980
